Cell_ID,SRA Accession,Run_ID,cell_line,tissue
s1980_mouse12_HBRX2353_Tumor_1cells,SRX15228341,SRR19162021,PDX2,Tumor
s1981_mouse12_HBRX2353_Tumor_1cells,SRX15228342,SRR19162020,PDX2,Tumor
s1982_mouse12_HBRX2353_Tumor_1cells,SRX15228343,SRR19162019,PDX2,Tumor
s1983_mouse12_HBRX2353_Tumor_1cells,SRX15228344,SRR19162018,PDX2,Tumor
s1984_mouse12_HBRX2353_Tumor_1cells,SRX15228345,SRR19162017,PDX2,Tumor
s1985_mouse12_HBRX2353_Tumor_1cells,SRX15228346,SRR19162016,PDX2,Tumor
s1986_mouse12_HBRX2353_Tumor_1cells,SRX15228347,SRR19162015,PDX2,Tumor
s1987_mouse13_HBRX2353_Tumor_1cells,SRX15228560,SRR19162146,PDX2,Tumor
s1988_mouse13_HBRX2353_Tumor_1cells,SRX15228561,SRR19162145,PDX2,Tumor
s1989_mouse13_HBRX2353_Tumor_1cells,SRX15228562,SRR19162144,PDX2,Tumor
s1990_mouse13_HBRX2353_Tumor_1cells,SRX15228563,SRR19162143,PDX2,Tumor
s1991_mouse13_HBRX2353_Tumor_1cells,SRX15228564,SRR19162142,PDX2,Tumor
s1992_mouse13_HBRX2353_Tumor_1cells,SRX15228565,SRR19162141,PDX2,Tumor
s1993_mouse13_HBRX2353_Tumor_1cells,SRX15228566,SRR19162140,PDX2,Tumor
s1994_mouse13_HBRX2353_Tumor_1cells,SRX15228567,SRR19162139,PDX2,Tumor
s1995_mouse13_HBRX2353_Tumor_1cells,SRX15228568,SRR19162138,PDX2,Tumor
s1996_mouse13_HBRX2353_Tumor_1cells,SRX15228569,SRR19162137,PDX2,Tumor
s1997_mouse13_HBRX2353_Tumor_1cells,SRX15228570,SRR19162136,PDX2,Tumor
s1998_mouse13_HBRX2353_Tumor_1cells,SRX15228571,SRR19162135,PDX2,Tumor
s1999_mouse13_HBRX2353_Tumor_1cells,SRX15228572,SRR19162134,PDX2,Tumor
s2000_mouse13_HBRX2353_Tumor_1cells,SRX15228573,SRR19162133,PDX2,Tumor
s2001_mouse13_HBRX2353_Tumor_1cells,SRX15228574,SRR19162132,PDX2,Tumor
s2002_mouse13_HBRX2353_Tumor_1cells,SRX15228575,SRR19162131,PDX2,Tumor
s2003_mouse13_HBRX2353_Tumor_1cells,SRX15230774,SRR19164520,PDX2,Tumor
s2004_mouse13_HBRX2353_Tumor_1cells,SRX15230775,SRR19164519,PDX2,Tumor
s2005_mouse13_HBRX2353_Tumor_1cells,SRX15230776,SRR19164518,PDX2,Tumor
s2006_mouse13_HBRX2353_Tumor_1cells,SRX15230777,SRR19164517,PDX2,Tumor
s2007_mouse13_HBRX2353_Tumor_1cells,SRX15230778,SRR19164516,PDX2,Tumor
s2008_mouse13_HBRX2353_Tumor_1cells,SRX15230779,SRR19164515,PDX2,Tumor
s2009_mouse13_HBRX2353_Tumor_1cells,SRX15230780,SRR19164514,PDX2,Tumor
s2010_mouse13_HBRX2353_Tumor_1cells,SRX15230781,SRR19164513,PDX2,Tumor
s2011_mouse13_HBRX2353_Tumor_1cells,SRX15230782,SRR19164512,PDX2,Tumor
s2012_mouse13_HBRX2353_Tumor_1cells,SRX15230783,SRR19164511,PDX2,Tumor
s2013_mouse14_HBRX2353_Tumor_1cells,SRX15230784,SRR19164510,PDX2,Tumor
s2014_mouse14_HBRX2353_Tumor_1cells,SRX15230785,SRR19164509,PDX2,Tumor
s2015_mouse14_HBRX2353_Tumor_1cells,SRX15230786,SRR19164508,PDX2,Tumor
s2016_mouse14_HBRX2353_Tumor_1cells,SRX15230787,SRR19164507,PDX2,Tumor
s2017_mouse14_HBRX2353_Tumor_1cells,SRX15230788,SRR19164506,PDX2,Tumor
s2018_mouse14_HBRX2353_Tumor_1cells,SRX15230789,SRR19164505,PDX2,Tumor
s2019_mouse14_HBRX2353_Tumor_1cells,SRX15228236,SRR19161782,PDX2,Tumor
s2020_mouse14_HBRX2353_Tumor_1cells,SRX15228237,SRR19161781,PDX2,Tumor
s2021_mouse14_HBRX2353_Tumor_1cells,SRX15228238,SRR19161780,PDX2,Tumor
s2022_mouse14_HBRX2353_Tumor_1cells,SRX15228239,SRR19161779,PDX2,Tumor
s2023_mouse14_HBRX2353_Tumor_1cells,SRX15228240,SRR19161778,PDX2,Tumor
s2024_mouse14_HBRX2353_Tumor_1cells,SRX15228241,SRR19161777,PDX2,Tumor
s2025_mouse14_HBRX2353_Tumor_1cells,SRX15228242,SRR19161776,PDX2,Tumor
s2026_mouse14_HBRX2353_Tumor_1cells,SRX15228243,SRR19161775,PDX2,Tumor
s2027_mouse14_HBRX2353_Tumor_1cells,SRX15228244,SRR19161774,PDX2,Tumor
s2028_mouse14_HBRX2353_Tumor_1cells,SRX15228245,SRR19161773,PDX2,Tumor
s2029_mouse14_HBRX2353_Tumor_1cells,SRX15228246,SRR19161772,PDX2,Tumor
s2030_mouse14_HBRX2353_Tumor_1cells,SRX15228247,SRR19161771,PDX2,Tumor
s2031_mouse14_HBRX2353_Tumor_1cells,SRX15228248,SRR19161770,PDX2,Tumor
s2032_mouse14_HBRX2353_Tumor_1cells,SRX15228249,SRR19161769,PDX2,Tumor
s2033_mouse14_HBRX2353_Tumor_1cells,SRX15228250,SRR19161768,PDX2,Tumor
s2034_mouse14_HBRX2353_Tumor_1cells,SRX15228251,SRR19161767,PDX2,Tumor
s2035_mouse14_HBRX2353_Tumor_1cells,SRX15228348,SRR19162014,PDX2,Tumor
s2036_mouse14_HBRX2353_Tumor_1cells,SRX15228349,SRR19162013,PDX2,Tumor
s2037_mouse14_HBRX2353_Tumor_1cells,SRX15228350,SRR19162012,PDX2,Tumor
s2038_mouse14_HBRX2353_Tumor_1cells,SRX15228351,SRR19162011,PDX2,Tumor
s2039_mouse14_HBRX2353_Tumor_1cells,SRX15228352,SRR19162010,PDX2,Tumor
s2040_mouse14_HBRX2353_Tumor_1cells,SRX15228353,SRR19162009,PDX2,Tumor
s2041_mouse14_HBRX2353_Tumor_1cells,SRX15228354,SRR19162008,PDX2,Tumor
s2042_mouse14_HBRX2353_Tumor_1cells,SRX15228355,SRR19162007,PDX2,Tumor
s2043_mouse14_HBRX2353_Tumor_1cells,SRX15228356,SRR19162006,PDX2,Tumor
s2044_mouse14_HBRX2353_Tumor_1cells,SRX15228357,SRR19162005,PDX2,Tumor
s2045_mouse14_HBRX2353_Tumor_1cells,SRX15228358,SRR19162004,PDX2,Tumor
s2046_mouse14_HBRX2353_Tumor_1cells,SRX15228359,SRR19162003,PDX2,Tumor
s2047_mouse14_HBRX2353_Tumor_1cells,SRX15228360,SRR19162002,PDX2,Tumor
s2048_mouse14_HBRX2353_Tumor_1cells,SRX15228361,SRR19162001,PDX2,Tumor
s2049_mouse14_HBRX2353_Tumor_1cells,SRX15228362,SRR19162000,PDX2,Tumor
s2050_mouse14_HBRX2353_Tumor_1cells,SRX15228363,SRR19161999,PDX2,Tumor
s2051_mouse14_HBRX2353_Tumor_1cells,SRX15228576,SRR19162130,PDX2,Tumor
s2052_mouse14_HBRX2353_Tumor_1cells,SRX15228577,SRR19162129,PDX2,Tumor
s2053_mouse14_HBRX2353_Tumor_1cells,SRX15228578,SRR19162128,PDX2,Tumor
s2054_mouse14_HBRX2353_Tumor_1cells,SRX15228579,SRR19162127,PDX2,Tumor
s2055_mouse14_HBRX2353_Tumor_1cells,SRX15228580,SRR19162126,PDX2,Tumor
s2056_mouse14_HBRX2353_Tumor_1cells,SRX15228581,SRR19162125,PDX2,Tumor
s2057_mouse14_HBRX2353_Tumor_1cells,SRX15228582,SRR19162124,PDX2,Tumor
s2058_mouse14_HBRX2353_Tumor_1cells,SRX15228583,SRR19162123,PDX2,Tumor
s2059_mouse14_HBRX2353_Tumor_1cells,SRX15228584,SRR19162122,PDX2,Tumor
s2060_mouse14_HBRX2353_Tumor_1cells,SRX15228585,SRR19162121,PDX2,Tumor
s2061_mouse14_HBRX2353_Tumor_1cells,SRX15228586,SRR19162120,PDX2,Tumor
s2062_mouse14_HBRX2353_Tumor_1cells,SRX15228587,SRR19162119,PDX2,Tumor
s2063_mouse14_HBRX2353_Tumor_1cells,SRX15228588,SRR19162118,PDX2,Tumor
s2064_mouse14_HBRX2353_Tumor_1cells,SRX15228589,SRR19162117,PDX2,Tumor
s2065_mouse14_HBRX2353_Tumor_1cells,SRX15228590,SRR19162116,PDX2,Tumor
s2066_mouse14_HBRX2353_Tumor_1cells,SRX15228591,SRR19162115,PDX2,Tumor
s2067_mouse14_HBRX2353_Tumor_1cells,SRX15230790,SRR19164504,PDX2,Tumor
s2068_mouse13_HBRX2353_Tumor_1cells,SRX15230791,SRR19164503,PDX2,Tumor
s2070_mouse13_HBRX2353_Tumor_1cells,SRX15230792,SRR19164502,PDX2,Tumor
s2071_mouse13_HBRX2353_Tumor_1cells,SRX15230793,SRR19164501,PDX2,Tumor
s2072_mouse13_HBRX2353_Tumor_1cells,SRX15230794,SRR19164500,PDX2,Tumor
s2073_mouse13_HBRX2353_Tumor_1cells,SRX15230795,SRR19164499,PDX2,Tumor
s2074_mouse13_HBRX2353_Tumor_1cells,SRX15230796,SRR19164498,PDX2,Tumor
s2075_mouse13_HBRX2353_Tumor_1cells,SRX15230797,SRR19164497,PDX2,Tumor
s2076_mouse13_HBRX2353_Tumor_1cells,SRX15230798,SRR19164496,PDX2,Tumor
s2077_mouse13_HBRX2353_Tumor_1cells,SRX15230799,SRR19164495,PDX2,Tumor
s2078_mouse13_HBRX2353_Tumor_1cells,SRX15230800,SRR19164494,PDX2,Tumor
s2079_mouse13_HBRX2353_Tumor_1cells,SRX15230801,SRR19164493,PDX2,Tumor
s2080_mouse13_HBRX2353_Tumor_1cells,SRX15230802,SRR19164492,PDX2,Tumor
s2081_mouse13_HBRX2353_Tumor_1cells,SRX15230803,SRR19164491,PDX2,Tumor
s2082_mouse13_HBRX2353_Tumor_1cells,SRX15230804,SRR19164490,PDX2,Tumor
s2083_mouse13_HBRX2353_Tumor_1cells,SRX15230805,SRR19164489,PDX2,Tumor
s2084_mouse13_HBRX2353_Tumor_1cells,SRX15228252,SRR19161766,PDX2,Tumor
s2085_mouse13_HBRX2353_Tumor_1cells,SRX15228253,SRR19161765,PDX2,Tumor
s2086_mouse13_HBRX2353_Tumor_1cells,SRX15228254,SRR19161764,PDX2,Tumor
s2087_mouse13_HBRX2353_Tumor_1cells,SRX15228255,SRR19161763,PDX2,Tumor
s2088_mouse13_HBRX2353_Tumor_1cells,SRX15228256,SRR19161762,PDX2,Tumor
s2089_mouse13_HBRX2353_Tumor_1cells,SRX15228257,SRR19161761,PDX2,Tumor
s2090_mouse13_HBRX2353_Tumor_1cells,SRX15228258,SRR19161760,PDX2,Tumor
s2091_mouse13_HBRX2353_Tumor_1cells,SRX15228259,SRR19161759,PDX2,Tumor
s2092_mouse12_HBRX2353_Tumor_1cells,SRX15228260,SRR19161758,PDX2,Tumor
s2093_mouse15_HBRX2353_Metastases_2cells,SRX15228261,SRR19161757,PDX2,Metastases
s2094_mouse15_HBRX2353_Metastases_1cells,SRX15228262,SRR19161756,PDX2,Metastases
s2095_mouse15_HBRX2353_Metastases_debriscells,SRX15228263,SRR19161755,PDX2,Metastases
s2096_mouse15_HBRX2353_Metastases_2cells,SRX15228264,SRR19161754,PDX2,Metastases
s2097_mouse15_HBRX2353_Metastases_1cells,SRX15228265,SRR19161753,PDX2,Metastases
s2098_mouse15_HBRX2353_Metastases_1cells,SRX15228266,SRR19161752,PDX2,Metastases
s2099_mouse15_HBRX2353_Metastases_1cells,SRX15228267,SRR19161751,PDX2,Metastases
s2100_mouse15_HBRX2353_Metastases_1cells,SRX15228364,SRR19161998,PDX2,Metastases
s2101_mouse15_HBRX2353_Metastases_1cells,SRX15228365,SRR19161997,PDX2,Metastases
s2102_mouse15_HBRX2353_Metastases_1cells,SRX15228366,SRR19161996,PDX2,Metastases
s2103_mouse15_HBRX2353_Metastases_1cells,SRX15228367,SRR19161995,PDX2,Metastases
s2104_mouse15_HBRX2353_Metastases_1cells,SRX15228368,SRR19161994,PDX2,Metastases
s2105_mouse15_HBRX2353_Metastases_1cells,SRX15228369,SRR19161993,PDX2,Metastases
s2106_mouse15_HBRX2353_Metastases_1cells,SRX15228370,SRR19161992,PDX2,Metastases
s2107_mouse15_HBRX2353_Metastases_1cells,SRX15228371,SRR19161991,PDX2,Metastases
s2108_mouse15_HBRX2353_Metastases_1cells,SRX15228372,SRR19161990,PDX2,Metastases
s2109_mouse15_HBRX2353_Metastases_1cells,SRX15228373,SRR19161989,PDX2,Metastases
s2110_mouse15_HBRX2353_Metastases_1cells,SRX15228374,SRR19161988,PDX2,Metastases
s2111_mouse15_HBRX2353_Metastases_1cells,SRX15228375,SRR19161987,PDX2,Metastases
s2112_mouse15_HBRX2353_Metastases_1cells,SRX15228376,SRR19161986,PDX2,Metastases
s2113_mouse15_HBRX2353_Metastases_1cells,SRX15228377,SRR19161985,PDX2,Metastases
s2114_mouse15_HBRX2353_Metastases_2cells,SRX15228378,SRR19161984,PDX2,Metastases
s2115_mouse15_HBRX2353_Metastases_1cells,SRX15228379,SRR19161983,PDX2,Metastases
s2116_mouse15_HBRX2353_Metastases_2cells,SRX15228592,SRR19162114,PDX2,Metastases
s2117_mouse15_HBRX2353_Metastases_1cells,SRX15228593,SRR19162113,PDX2,Metastases
s2118_mouse15_HBRX2353_Metastases_1cells,SRX15228594,SRR19162112,PDX2,Metastases
s2119_mouse15_HBRX2353_Metastases_debriscells,SRX15228595,SRR19162111,PDX2,Metastases
s2120_mouse15_HBRX2353_Metastases_2cells,SRX15228596,SRR19162110,PDX2,Metastases
s2121_mouse15_HBRX2353_Metastases_1cells,SRX15228597,SRR19162109,PDX2,Metastases
s2122_mouse15_HBRX2353_Metastases_1cells,SRX15228598,SRR19162108,PDX2,Metastases
s2123_mouse15_HBRX2353_Metastases_2cells,SRX15228599,SRR19162107,PDX2,Metastases
s2124_mouse15_HBRX2353_Metastases_1cells,SRX15228600,SRR19162106,PDX2,Metastases
s2125_mouse15_HBRX2353_Metastases_1cells,SRX15228601,SRR19162105,PDX2,Metastases
s2126_mouse15_HBRX2353_Metastases_1cells,SRX15228602,SRR19162104,PDX2,Metastases
s2127_mouse15_HBRX2353_Metastases_1cells,SRX15228603,SRR19162103,PDX2,Metastases
s2128_mouse15_HBRX2353_Metastases_1cells,SRX15228604,SRR19162102,PDX2,Metastases
s2129_mouse15_HBRX2353_Metastases_debriscells,SRX15228605,SRR19162101,PDX2,Metastases
s2130_mouse15_HBRX2353_Metastases_2cells,SRX15228606,SRR19162100,PDX2,Metastases
s2131_mouse15_HBRX2353_Metastases_1cells,SRX15228607,SRR19162099,PDX2,Metastases
s2132_mouse15_HBRX2353_Metastases_2cells,SRX15230806,SRR19164488,PDX2,Metastases
s2133_mouse15_HBRX2353_Metastases_1cells,SRX15230807,SRR19164487,PDX2,Metastases
s2134_mouse15_HBRX2353_Metastases_1cells,SRX15230808,SRR19164486,PDX2,Metastases
s2135_mouse15_HBRX2353_Metastases_1cells,SRX15230809,SRR19164485,PDX2,Metastases
s2136_mouse15_HBRX2353_Metastases_1cells,SRX15230810,SRR19164484,PDX2,Metastases
s2137_mouse15_HBRX2353_Metastases_1cells,SRX15230811,SRR19164483,PDX2,Metastases
s2138_mouse15_HBRX2353_Metastases_1cells,SRX15230812,SRR19164482,PDX2,Metastases
s2139_mouse15_HBRX2353_Metastases_1cells,SRX15230813,SRR19164481,PDX2,Metastases
s2140_mouse15_HBRX2353_Metastases_3cells,SRX15230814,SRR19164480,PDX2,Metastases
s2142_mouse15_HBRX2353_Metastases_1cells,SRX15230815,SRR19164479,PDX2,Metastases
s2143_mouse15_HBRX2353_Metastases_1cells,SRX15230816,SRR19164478,PDX2,Metastases
s2144_mouse15_HBRX2353_Metastases_2cells,SRX15230817,SRR19164477,PDX2,Metastases
s2145_mouse15_HBRX2353_Metastases_1cells,SRX15230818,SRR19164476,PDX2,Metastases
s2146_mouse15_HBRX2353_Metastases_debriscells,SRX15230819,SRR19164475,PDX2,Metastases
s2147_mouse15_HBRX2353_Metastases_1cells,SRX15230820,SRR19164474,PDX2,Metastases
s2148_mouse15_HBRX2353_Metastases_1cells,SRX15230821,SRR19164473,PDX2,Metastases
s2149_mouse15_HBRX2353_Metastases_1cells,SRX15228268,SRR19161750,PDX2,Metastases
s2150_mouse15_HBRX2353_Metastases_1cells,SRX15228269,SRR19161749,PDX2,Metastases
s2151_mouse15_HBRX2353_Metastases_2cells,SRX15228270,SRR19161748,PDX2,Metastases
s2152_mouse15_HBRX2353_Metastases_1cells,SRX15228271,SRR19161747,PDX2,Metastases
s2153_mouse15_HBRX2353_Metastases_1cells,SRX15228272,SRR19161746,PDX2,Metastases
s2154_mouse15_HBRX2353_Metastases_3cells,SRX15228273,SRR19161745,PDX2,Metastases
s2155_mouse15_HBRX2353_Metastases_2cells,SRX15230166,SRR19163980,PDX2,Metastases
s2156_mouse15_HBRX2353_Metastases_debriscells,SRX15230167,SRR19163979,PDX2,Metastases
s2157_mouse15_HBRX2353_Metastases_0cells,SRX15230168,SRR19163978,PDX2,Metastases
s2158_mouse15_HBRX2353_Metastases_1cells,SRX15230169,SRR19163977,PDX2,Metastases
s2159_mouse15_HBRX2353_Metastases_1cells,SRX15230170,SRR19163976,PDX2,Metastases
s2160_mouse15_HBRX2353_Metastases_1cells,SRX15230171,SRR19163975,PDX2,Metastases
s2161_mouse15_HBRX2353_Metastases_2cells,SRX15230172,SRR19163974,PDX2,Metastases
s2162_mouse15_HBRX2353_Metastases_1cells,SRX15230173,SRR19163973,PDX2,Metastases
s2163_mouse15_HBRX2353_Metastases_1cells,SRX15230174,SRR19163972,PDX2,Metastases
s2164_mouse15_HBRX2353_Metastases_debriscells,SRX15230175,SRR19163971,PDX2,Metastases
s2165_mouse15_HBRX2353_Metastases_3cells,SRX15228380,SRR19161982,PDX2,Metastases
s2166_mouse15_HBRX2353_Metastases_1cells,SRX15228381,SRR19161981,PDX2,Metastases
s2167_mouse15_HBRX2353_Metastases_1cells,SRX15228382,SRR19161980,PDX2,Metastases
s2168_mouse15_HBRX2353_Metastases_1cells,SRX15228383,SRR19161979,PDX2,Metastases
s2169_mouse15_HBRX2353_Metastases_1cells,SRX15228384,SRR19161978,PDX2,Metastases
s2170_mouse15_HBRX2353_Metastases_2cells,SRX15228385,SRR19161977,PDX2,Metastases
s2171_mouse15_HBRX2353_Metastases_1cells,SRX15228386,SRR19161976,PDX2,Metastases
s2172_mouse15_HBRX2353_Metastases_2cells,SRX15228387,SRR19161975,PDX2,Metastases
s2173_mouse15_HBRX2353_Metastases_1cells,SRX15228388,SRR19161974,PDX2,Metastases
s2174_mouse15_HBRX2353_Metastases_2cells,SRX15228389,SRR19161973,PDX2,Metastases
s2175_mouse15_HBRX2353_Metastases_1cells,SRX15228390,SRR19161972,PDX2,Metastases
s2176_mouse15_HBRX2353_Metastases_1cells,SRX15228391,SRR19161971,PDX2,Metastases
s2177_mouse15_HBRX2353_Metastases_1cells,SRX15228392,SRR19161970,PDX2,Metastases
s2178_mouse15_HBRX2353_Metastases_3cells,SRX15228393,SRR19161969,PDX2,Metastases
s2179_mouse15_HBRX2353_Metastases_debriscells,SRX15228394,SRR19161968,PDX2,Metastases
s2180_mouse15_HBRX2353_Metastases_3cells,SRX15228395,SRR19161967,PDX2,Metastases
s2181_mouse15_HBRX2353_Metastases_1cells,SRX15228608,SRR19162098,PDX2,Metastases
s2182_mouse15_HBRX2353_Metastases_2cells,SRX15228609,SRR19162097,PDX2,Metastases
s2183_mouse15_HBRX2353_Metastases_debriscells,SRX15228610,SRR19162096,PDX2,Metastases
s2184_mouse15_HBRX2353_Metastases_2cells,SRX15228611,SRR19162095,PDX2,Metastases
s2185_mouse15_HBRX2353_Metastases_debriscells,SRX15228612,SRR19162094,PDX2,Metastases
s2186_mouse15_HBRX2353_Metastases_1cells,SRX15228613,SRR19162093,PDX2,Metastases
s2187_mouse15_HBRX2353_Metastases_2cells,SRX15228614,SRR19162092,PDX2,Metastases
s2188_mouse15_HBRX2353_Metastases_0cells,SRX15228615,SRR19162091,PDX2,Metastases
s0001_mouse18_HBRX3078_Tumor_0cells,SRX15228616,SRR19162090,PDX1,Tumor
s0002_mouse18_HBRX3078_Tumor_2cells,SRX15228617,SRR19162089,PDX1,Tumor
s0003_mouse18_HBRX3078_Tumor_1cells,SRX15228790,SRR19162604,PDX1,Tumor
s0004_mouse18_HBRX3078_Tumor_1cells,SRX15228791,SRR19162603,PDX1,Tumor
s0005_mouse18_HBRX3078_Tumor_1cells,SRX15228792,SRR19162602,PDX1,Tumor
s0006_mouse18_HBRX3078_Tumor_1cells,SRX15228793,SRR19162601,PDX1,Tumor
s0007_mouse18_HBRX3078_Tumor_0cells,SRX15228794,SRR19162600,PDX1,Tumor
s0008_mouse18_HBRX3078_Tumor_1cells,SRX15228795,SRR19162599,PDX1,Tumor
s0009_mouse18_HBRX3078_Tumor_1cells,SRX15230822,SRR19164472,PDX1,Tumor
s0010_mouse18_HBRX3078_Tumor_1cells,SRX15230823,SRR19164471,PDX1,Tumor
s0011_mouse18_HBRX3078_Tumor_1cells,SRX15230824,SRR19164470,PDX1,Tumor
s0012_mouse18_HBRX3078_Tumor_1cells,SRX15230825,SRR19164469,PDX1,Tumor
s0013_mouse18_HBRX3078_Tumor_1cells,SRX15230826,SRR19164468,PDX1,Tumor
s0014_mouse18_HBRX3078_Tumor_1cells,SRX15230827,SRR19164467,PDX1,Tumor
s0015_mouse18_HBRX3078_Tumor_1cells,SRX15230828,SRR19164466,PDX1,Tumor
s0016_mouse18_HBRX3078_Tumor_1cells,SRX15230829,SRR19164465,PDX1,Tumor
s0017_mouse18_HBRX3078_Tumor_1cells,SRX15230830,SRR19164464,PDX1,Tumor
s0018_mouse18_HBRX3078_Tumor_1cells,SRX15230831,SRR19164463,PDX1,Tumor
s0019_mouse18_HBRX3078_Tumor_1cells,SRX15230832,SRR19164462,PDX1,Tumor
s0020_mouse18_HBRX3078_Tumor_1cells,SRX15230833,SRR19164461,PDX1,Tumor
s0021_mouse18_HBRX3078_Tumor_1cells,SRX15230834,SRR19164460,PDX1,Tumor
s0022_mouse18_HBRX3078_Tumor_1cells,SRX15230835,SRR19164459,PDX1,Tumor
s0023_mouse18_HBRX3078_Tumor_1cells,SRX15230836,SRR19164458,PDX1,Tumor
s0024_mouse18_HBRX3078_Tumor_2cells,SRX15230837,SRR19164457,PDX1,Tumor
s0025_mouse18_HBRX3078_Tumor_0cells,SRX15229096,SRR19162642,PDX1,Tumor
s0026_mouse18_HBRX3078_Tumor_0cells,SRX15229097,SRR19162641,PDX1,Tumor
s0027_mouse18_HBRX3078_Tumor_1cells,SRX15229098,SRR19162640,PDX1,Tumor
s0028_mouse18_HBRX3078_Tumor_1cells,SRX15229099,SRR19162639,PDX1,Tumor
s0029_mouse18_HBRX3078_Tumor_1cells,SRX15229100,SRR19162638,PDX1,Tumor
s0030_mouse18_HBRX3078_Tumor_1cells,SRX15229101,SRR19162637,PDX1,Tumor
s0031_mouse18_HBRX3078_Tumor_1cells,SRX15229102,SRR19162636,PDX1,Tumor
s0032_mouse18_HBRX3078_Tumor_1cells,SRX15229103,SRR19162635,PDX1,Tumor
s0033_mouse18_HBRX3078_Tumor_1cells,SRX15229104,SRR19162634,PDX1,Tumor
s0034_mouse18_HBRX3078_Tumor_1cells,SRX15229105,SRR19162633,PDX1,Tumor
s0035_mouse18_HBRX3078_Tumor_1cells,SRX15229106,SRR19162632,PDX1,Tumor
s0036_mouse18_HBRX3078_Tumor_1cells,SRX15229107,SRR19162631,PDX1,Tumor
s0037_mouse18_HBRX3078_Tumor_1cells,SRX15229108,SRR19162630,PDX1,Tumor
s0038_mouse18_HBRX3078_Tumor_1cells,SRX15229109,SRR19162629,PDX1,Tumor
s0039_mouse18_HBRX3078_Tumor_1cells,SRX15229110,SRR19162628,PDX1,Tumor
s0040_mouse18_HBRX3078_Tumor_1cells,SRX15229111,SRR19162627,PDX1,Tumor
s0041_mouse18_HBRX3078_Tumor_1cells,SRX15228396,SRR19161966,PDX1,Tumor
s0042_mouse18_HBRX3078_Tumor_1cells,SRX15228397,SRR19161965,PDX1,Tumor
s0043_mouse18_HBRX3078_Tumor_1cells,SRX15228398,SRR19161964,PDX1,Tumor
s0044_mouse18_HBRX3078_Tumor_1cells,SRX15228399,SRR19161963,PDX1,Tumor
s0045_mouse18_HBRX3078_Tumor_1cells,SRX15228400,SRR19161962,PDX1,Tumor
s0046_mouse18_HBRX3078_Tumor_1cells,SRX15228401,SRR19161961,PDX1,Tumor
s0047_mouse18_HBRX3078_Tumor_1cells,SRX15228402,SRR19161960,PDX1,Tumor
s0048_mouse18_HBRX3078_Tumor_1cells,SRX15228403,SRR19161959,PDX1,Tumor
s0049_mouse18_HBRX3078_Tumor_1cells,SRX15228404,SRR19161958,PDX1,Tumor
s0050_mouse18_HBRX3078_Tumor_1cells,SRX15228405,SRR19161957,PDX1,Tumor
s0051_mouse18_HBRX3078_Tumor_1cells,SRX15228406,SRR19161956,PDX1,Tumor
s0052_mouse18_HBRX3078_Tumor_1cells,SRX15228407,SRR19161955,PDX1,Tumor
s0053_mouse18_HBRX3078_Tumor_1cells,SRX15228408,SRR19161954,PDX1,Tumor
s0054_mouse18_HBRX3078_Tumor_1cells,SRX15228409,SRR19161953,PDX1,Tumor
s0055_mouse18_HBRX3078_Tumor_1cells,SRX15228410,SRR19161952,PDX1,Tumor
s0056_mouse18_HBRX3078_Tumor_1cells,SRX15228411,SRR19161951,PDX1,Tumor
s0057_mouse18_HBRX3078_Tumor_2cells,SRX15228796,SRR19162598,PDX1,Tumor
s0058_mouse18_HBRX3078_Tumor_1cells,SRX15228797,SRR19162597,PDX1,Tumor
s0059_mouse18_HBRX3078_Tumor_1cells,SRX15228798,SRR19162596,PDX1,Tumor
s0060_mouse18_HBRX3078_Tumor_1cells,SRX15228799,SRR19162595,PDX1,Tumor
s0061_mouse18_HBRX3078_Tumor_1cells,SRX15228800,SRR19162594,PDX1,Tumor
s0062_mouse18_HBRX3078_Tumor_1cells,SRX15228801,SRR19162593,PDX1,Tumor
s0063_mouse18_HBRX3078_Tumor_1cells,SRX15228802,SRR19162592,PDX1,Tumor
s0064_mouse18_HBRX3078_Tumor_1cells,SRX15228803,SRR19162591,PDX1,Tumor
s0065_mouse18_HBRX3078_Tumor_1cells,SRX15228804,SRR19162590,PDX1,Tumor
s0066_mouse18_HBRX3078_Tumor_1cells,SRX15228805,SRR19162589,PDX1,Tumor
s0067_mouse18_HBRX3078_Tumor_1cells,SRX15228806,SRR19162588,PDX1,Tumor
s0068_mouse18_HBRX3078_Tumor_1cells,SRX15228807,SRR19162587,PDX1,Tumor
s0069_mouse18_HBRX3078_Tumor_1cells,SRX15228808,SRR19162586,PDX1,Tumor
s0070_mouse18_HBRX3078_Tumor_1cells,SRX15228809,SRR19162585,PDX1,Tumor
s0071_mouse18_HBRX3078_Tumor_1cells,SRX15228810,SRR19162584,PDX1,Tumor
s0072_mouse18_HBRX3078_Tumor_1cells,SRX15228811,SRR19162583,PDX1,Tumor
s0073_mouse18_HBRX3078_Tumor_1cells,SRX15230838,SRR19164456,PDX1,Tumor
s0074_mouse18_HBRX3078_Tumor_1cells,SRX15230839,SRR19164455,PDX1,Tumor
s0075_mouse18_HBRX3078_Tumor_1cells,SRX15230840,SRR19164454,PDX1,Tumor
s0076_mouse18_HBRX3078_Tumor_0cells,SRX15230841,SRR19164453,PDX1,Tumor
s0077_mouse18_HBRX3078_Tumor_1cells,SRX15230842,SRR19164452,PDX1,Tumor
